property_id,transaction_date,transaction_price,census_tract_2010,cbsa_id
PROP000999,2018-04-16,1081382.768201081,06075200005,41860
PROP000999,2020-12-10,1262568.675166197,06075200005,41860
PROP001000,2017-07-12,309102.9884947522,06075200009,41860
PROP001000,2019-02-14,331206.90511117893,06075200009,41860
PROP001001,2015-02-13,580075.2640236083,06075200009,41860
PROP001001,2016-12-14,667919.738282732,06075200009,41860
PROP001002,2015-02-13,866481.3400053905,06075200008,41860
PROP001002,2017-02-22,975940.2836365805,06075200008,41860
PROP001003,2018-10-12,853906.2783459654,06075200007,41860
PROP001003,2020-07-19,968545.9726008482,06075200007,41860
PROP001004,2019-07-21,823308.5531357619,06075200013,41860
PROP001005,2017-06-05,456304.4732589058,06075200004,41860
PROP001005,2021-03-08,579971.0678378767,06075200004,41860
PROP001006,2019-07-18,684111.3349745274,06075200002,41860
PROP001007,2015-10-12,550102.0133889804,06075200003,41860
PROP001007,2018-10-08,647324.4385112681,06075200003,41860
PROP001008,2016-01-27,1016657.1146485208,06075200007,41860
PROP001008,2019-05-27,1204158.888539914,06075200007,41860
PROP001009,2019-09-04,343003.22821326484,06075200007,41860
PROP001010,2015-07-10,1097329.9029990826,06075200011,41860
PROP001011,2016-12-11,423573.037627444,06075200008,41860
PROP001011,2019-04-16,481365.2756111724,06075200008,41860
PROP001012,2019-02-16,990164.0080359958,06075200007,41860
PROP001012,2021-03-13,1165387.9020993551,06075200007,41860
PROP001013,2015-12-21,997187.3578137157,06075200010,41860
PROP001014,2015-10-27,1086752.0293338615,06075200010,41860
PROP001014,2019-08-25,1373534.5227185062,06075200010,41860
PROP001015,2017-04-19,478385.63871196774,06075200005,41860
PROP001016,2017-06-08,687889.0853914714,06075200004,41860
PROP001016,2019-08-02,747061.2830170129,06075200004,41860
PROP001017,2015-03-27,336974.12845999975,06075200009,41860
PROP001017,2017-08-15,380809.94548670814,06075200009,41860
PROP001018,2015-11-10,738075.943517084,06075200011,41860
PROP001018,2019-08-31,863609.2461013845,06075200011,41860
PROP001019,2018-07-10,704175.053408502,06075200013,41860
PROP001020,2016-04-05,859808.2699280826,06075200008,41860
PROP001020,2019-06-02,1062905.8161820762,06075200008,41860
PROP001021,2017-03-18,623810.4720437366,06075200011,41860
PROP001022,2016-04-16,1053056.7175294072,06075200002,41860
PROP001022,2017-12-10,1131698.7241093102,06075200002,41860
PROP001022,2021-10-05,1349809.3637342951,06075200002,41860
PROP001023,2019-04-24,670197.2612981132,06075200000,41860
PROP001023,2020-11-21,735944.1681797559,06075200000,41860
PROP001024,2017-09-12,892559.6358393377,06075200006,41860
PROP001024,2019-11-04,992302.7717117568,06075200006,41860
PROP001025,2017-10-05,347099.57157059654,06075200011,41860
PROP001025,2021-11-20,437889.14473051566,06075200011,41860
PROP001026,2016-07-15,783375.1100310931,06075200013,41860
PROP001026,2020-06-25,982645.74159915,06075200013,41860
PROP001027,2019-05-17,956793.460416313,06075200012,41860
PROP001028,2019-05-02,509343.47593388037,06075200006,41860
PROP001028,2020-10-16,530362.0917183419,06075200006,41860
PROP001029,2017-11-07,943106.1114838405,06075200008,41860
PROP001030,2015-09-05,602754.3510626184,06075200003,41860
PROP001031,2015-01-01,752505.0976620126,06075200013,41860
PROP001031,2016-07-29,796104.7197189623,06075200013,41860
PROP001032,2015-05-20,565142.9996464105,06075200011,41860
PROP001032,2017-05-31,639433.9595082554,06075200011,41860
PROP001033,2015-02-23,908824.92914317,06075200000,41860
PROP001033,2016-11-26,978470.3456978205,06075200000,41860
PROP001034,2019-06-05,607034.3932377148,06075200005,41860
PROP001035,2018-01-21,1177292.859078372,06075200006,41860
PROP001036,2018-12-08,812029.2652602447,06075200013,41860
PROP001037,2018-10-18,693881.6723918419,06075200000,41860
PROP001037,2021-02-24,744714.5153805116,06075200000,41860
PROP001038,2017-03-17,974099.1156644613,06075200008,41860
PROP001038,2019-04-18,1122275.991094598,06075200008,41860
PROP001039,2018-11-17,701719.1214869333,06075200013,41860
PROP001040,2018-11-25,770957.6243702248,06075200004,41860
PROP001040,2020-05-13,830642.6977974958,06075200004,41860
PROP001041,2017-10-25,523031.1986162162,06075200007,41860
PROP001041,2018-12-17,540097.2486280284,06075200007,41860
PROP001042,2015-08-25,634143.8284548544,06075200005,41860
PROP001042,2018-08-26,710451.2989742488,06075200005,41860
PROP001043,2017-10-01,1036524.5772556949,06075200012,41860
PROP001043,2019-06-08,1137567.0703951414,06075200012,41860
PROP001044,2018-10-18,929575.0833623146,06075200011,41860
PROP001045,2015-02-09,875437.3204884981,06075200010,41860
PROP001045,2017-06-16,989821.0332315242,06075200010,41860
PROP001045,2018-10-18,1079467.1262590203,06075200010,41860
PROP001046,2017-11-06,1105272.813748171,06075200011,41860
PROP001046,2019-12-01,1265463.7857458794,06075200011,41860
PROP001047,2015-02-18,379895.9402606094,06075200009,41860
PROP001048,2015-08-02,515432.85270784167,06075200001,41860
PROP001048,2018-04-03,581339.3434297208,06075200001,41860
PROP001049,2016-05-11,803745.6923354821,06075200009,41860
PROP001050,2016-05-20,1016368.5806405467,06075200007,41860
PROP001050,2018-08-09,1195915.251436787,06075200007,41860
PROP001051,2018-05-11,356928.0680088116,06075200013,41860
PROP001051,2019-11-19,379323.07915394666,06075200013,41860
PROP001052,2019-08-22,799766.2427953633,06075200012,41860
PROP001053,2017-03-03,578431.7058720116,06075200013,41860
PROP001053,2020-12-10,726466.4966617094,06075200013,41860
PROP001054,2018-10-10,966794.8860497869,06075200010,41860
PROP001055,2016-02-17,814091.6259763655,06075200007,41860
PROP001055,2020-02-09,841686.4490193084,06075200007,41860
PROP001056,2016-01-01,1136929.5868310984,06075200003,41860
PROP001057,2018-08-13,388692.16627164814,06075200004,41860
PROP001058,2016-12-10,1071326.1254975202,06075200008,41860
PROP001058,2019-08-08,1211856.126701918,06075200008,41860
PROP001059,2015-03-05,1099969.5885540775,06075200006,41860
PROP001059,2019-02-25,1251657.9839650977,06075200006,41860
PROP001060,2016-06-08,380730.8271133612,06075200012,41860
PROP001060,2021-04-11,474317.79381986416,06075200012,41860
PROP001061,2016-08-24,444885.9885186373,06075200001,41860
PROP001062,2019-02-27,697717.0604810333,06075200003,41860
PROP001062,2020-09-22,784466.9798054578,06075200003,41860
PROP001063,2018-03-25,1068118.997882298,06075200009,41860
PROP001064,2019-09-15,1193548.918513778,06075200009,41860
PROP001065,2015-07-07,456789.60756425187,06075200008,41860
PROP001066,2015-06-23,1123650.4241770995,06075200011,41860
PROP001066,2018-05-02,1302252.3358441317,06075200011,41860
PROP001067,2016-09-26,1177578.4527369132,06075200011,41860
PROP001068,2016-04-16,760205.1808165195,06075200003,41860
PROP001068,2020-07-06,886493.7927043026,06075200003,41860
PROP001069,2017-08-06,963115.1118391773,06075200005,41860
PROP001069,2020-05-28,1088641.408314159,06075200005,41860
PROP001070,2018-04-10,1000505.306160803,06075200000,41860
PROP001071,2016-07-10,573153.518233157,06075200013,41860
PROP001071,2019-02-11,582079.1653202184,06075200013,41860
PROP001071,2021-05-18,600533.5148020093,06075200013,41860
PROP001072,2019-11-17,774135.4494453721,06075200014,41860
PROP001072,2021-02-07,816668.1130729207,06075200014,41860
PROP001073,2019-11-17,965527.1884957021,06075200009,41860
PROP001074,2016-05-06,346865.1655991428,06075200004,41860
PROP001074,2017-05-24,364305.8115206583,06075200004,41860
PROP001075,2018-06-26,1073552.6780624082,06075200004,41860
PROP001076,2018-10-02,1177720.0817555627,06075200008,41860
PROP001077,2016-10-16,908483.7307481192,06075200005,41860
PROP001078,2016-05-12,1126669.3773988092,06075200004,41860
PROP001079,2017-06-27,903401.9987542583,06075200013,41860
PROP001079,2019-08-22,1063927.117195721,06075200013,41860
PROP001080,2015-02-10,970717.3375551972,06075200003,41860
PROP001080,2018-03-02,1190314.674879271,06075200003,41860
PROP001080,2020-05-27,1300992.3137646585,06075200003,41860
PROP001081,2018-10-15,1138341.3482270334,06075200012,41860
PROP001082,2019-11-16,547671.1905961281,06075200012,41860
PROP001083,2015-03-26,510530.5387014464,06075200006,41860
PROP001084,2019-09-02,575758.918525762,06075200003,41860
PROP001084,2021-04-11,613395.7040013226,06075200003,41860
PROP001085,2016-08-27,691210.3334848232,06075200014,41860
PROP001085,2018-06-04,713254.0926220177,06075200014,41860
PROP001086,2018-05-09,308801.4422751857,06075200005,41860
PROP001086,2019-08-26,338504.65115954686,06075200005,41860
PROP001087,2018-01-16,734569.2884846521,06075200014,41860
PROP001087,2021-09-04,884322.7585158014,06075200014,41860
PROP001088,2016-01-22,400472.3364564554,06075200012,41860
PROP001088,2017-07-08,431719.10489370266,06075200012,41860
PROP001088,2020-06-10,538103.3992965108,06075200012,41860
PROP001089,2018-08-03,536259.2614348491,06075200012,41860
PROP001090,2018-01-14,1066340.263481892,06075200014,41860
PROP001090,2020-12-19,1253987.0636694499,06075200014,41860
PROP001091,2019-11-20,641429.0383837679,06075200010,41860
PROP001092,2018-11-21,1065460.48677936,06075200007,41860
PROP001093,2019-09-04,884238.5683477854,06075200011,41860
PROP001094,2019-07-26,415878.99363125,06075200009,41860
PROP001095,2018-05-02,748153.7333240375,06075200012,41860
PROP001096,2015-01-14,905707.3496598094,06075200005,41860
PROP001096,2016-03-22,958445.6268703473,06075200005,41860
PROP001097,2019-11-15,318109.5496677666,06075200000,41860
PROP001098,2017-12-20,623842.4105729098,06075200010,41860
PROP001098,2021-02-16,781157.5797768459,06075200010,41860
PROP001099,2015-11-12,877899.211522969,06075200010,41860
PROP001099,2018-01-20,1019799.7696644547,06075200010,41860
PROP001100,2015-07-15,479036.8018155345,06075200013,41860
PROP001100,2018-12-09,560955.4511495816,06075200013,41860
PROP001101,2019-09-20,994118.7666298603,06075200005,41860
PROP001102,2018-01-08,617422.0081527613,06075200008,41860
PROP001102,2020-04-27,671251.4780645948,06075200008,41860
PROP001103,2019-09-08,441634.42501491937,06075200008,41860
PROP001103,2020-10-22,464267.9797401823,06075200008,41860
PROP001104,2015-02-03,935183.1459332864,06075200013,41860
PROP001104,2019-05-16,1139274.5034875884,06075200013,41860
PROP001104,2021-04-25,1202971.091994088,06075200013,41860
PROP001105,2015-08-15,780198.9901982215,06075200004,41860
PROP001105,2016-08-14,844496.640365219,06075200004,41860
PROP001106,2019-03-09,1025315.2582800973,06075200011,41860
PROP001106,2021-04-20,1137856.885710738,06075200011,41860
PROP001107,2019-12-27,620764.2622646983,06075200004,41860
PROP001108,2018-01-18,1163632.9328483106,06075200003,41860
PROP001109,2019-11-12,1185889.7809326372,06075200008,41860
PROP001110,2015-10-04,827200.4438379428,06075200003,41860
PROP001111,2017-12-18,1197126.9414109685,06075200008,41860
PROP001111,2019-07-30,1240347.0394619177,06075200008,41860
PROP001112,2018-05-25,755195.5504822899,06075200014,41860
PROP001112,2019-06-20,812495.60125774,06075200014,41860
PROP001113,2015-11-08,1046485.9833905819,06075200013,41860
PROP001114,2015-06-18,1099054.130333592,06075200008,41860
PROP001114,2018-04-12,1307846.4099237672,06075200008,41860
PROP001114,2021-07-01,1442079.651514606,06075200008,41860
PROP001115,2018-08-15,840861.4754977474,06075200014,41860
PROP001115,2019-10-04,844407.3956386526,06075200014,41860
PROP001116,2016-03-23,628542.8100233413,06075200001,41860
PROP001117,2019-10-01,352447.77140451706,06075200011,41860
PROP001118,2015-10-17,308098.7915549302,06075200014,41860
PROP001118,2017-10-27,327224.80844106263,06075200014,41860
PROP001119,2019-08-11,856726.6341649038,06075200001,41860
PROP001119,2021-11-05,863564.7329221418,06075200001,41860
PROP001120,2015-04-01,414392.35239366634,06075200008,41860
PROP001120,2017-09-02,491900.48371843604,06075200008,41860
PROP001120,2018-11-04,524644.4619578368,06075200008,41860
PROP001120,2020-10-14,546437.7315206181,06075200008,41860
PROP001121,2015-10-10,1093337.2376300194,06075200014,41860
PROP001121,2018-06-08,1288937.632842482,06075200014,41860
PROP001122,2017-02-11,472149.6339336573,06075200013,41860
PROP001123,2018-04-15,359246.8590268384,06075200003,41860
PROP001124,2019-08-12,1005851.8334591121,06075200011,41860
PROP001125,2015-06-17,730831.548512399,06075200002,41860
PROP001125,2017-02-22,801791.2716177958,06075200002,41860
PROP001126,2016-11-25,477703.93538201856,06075200007,41860
PROP001126,2021-10-31,619063.0373204706,06075200007,41860
PROP001127,2017-03-01,724496.8645066443,06075200008,41860
PROP001128,2015-03-15,978432.3416805321,06075200014,41860
PROP001129,2019-01-20,890066.4709028858,06075200005,41860
PROP001129,2021-01-03,1009741.2734937335,06075200005,41860
PROP001130,2017-06-20,558946.5910410264,06075200014,41860
PROP001130,2021-05-31,649205.4311110515,06075200014,41860
PROP001131,2017-09-27,861772.8656066433,06075200001,41860
PROP001131,2019-04-07,906508.0281143956,06075200001,41860
PROP001132,2018-03-19,1026965.3638806432,06075200012,41860
PROP001132,2020-08-20,1206478.0681191578,06075200012,41860
PROP001133,2018-08-18,489475.6395965518,06075200007,41860
PROP001133,2021-08-19,551111.8149685304,06075200007,41860
PROP001134,2018-10-25,1130000.9863393742,06075200012,41860
PROP001135,2016-08-03,401747.6710510591,06075200008,41860
PROP001136,2019-07-03,787584.2879469139,06075200001,41860
PROP001136,2021-01-09,813267.4491736903,06075200001,41860
PROP001137,2016-03-24,872345.6190672903,06075200002,41860
PROP001137,2020-09-21,1078674.7737977651,06075200002,41860
PROP001138,2018-10-07,710685.1384958662,06075200014,41860
PROP001138,2020-06-12,725652.4807199702,06075200014,41860
PROP001139,2015-04-27,809172.5758960313,06075200012,41860
PROP001139,2019-03-05,948402.0670731807,06075200012,41860
PROP001140,2019-09-10,399015.9490147892,06075200005,41860
PROP001141,2017-01-07,341462.25270792085,06075200013,41860
PROP001141,2020-03-11,380991.0087166052,06075200013,41860
PROP001142,2015-03-22,1081920.9862360384,06075200014,41860
PROP001142,2018-11-12,1411404.5727158815,06075200014,41860
PROP001143,2017-05-06,350402.07804510015,06075200006,41860
PROP001143,2020-04-05,398150.06948269735,06075200006,41860
PROP001144,2018-09-01,1049888.7191620213,06075200014,41860
PROP001145,2016-11-17,345456.7237490539,06075200013,41860
PROP001145,2018-01-20,362297.68367118755,06075200013,41860
PROP001145,2020-01-29,426938.4169766683,06075200013,41860
PROP001146,2019-06-24,970378.8226196517,06075200005,41860
PROP001146,2020-10-17,1033020.4118294326,06075200005,41860
PROP001147,2018-02-07,326762.63516514236,06075200009,41860
PROP001147,2019-05-22,342707.8632559349,06075200009,41860
PROP001148,2018-01-01,845412.448742473,06075200000,41860
PROP001148,2021-04-12,917011.3273863235,06075200000,41860
PROP001149,2015-08-01,606918.1550304305,06075200013,41860
PROP001149,2020-06-04,806665.0178997355,06075200013,41860
PROP001150,2016-10-03,442668.2106246685,06075200000,41860
PROP001150,2019-09-14,552185.3662402198,06075200000,41860
PROP001151,2018-01-17,336527.1409212256,06075200007,41860
PROP001152,2016-04-17,328092.20430487284,06075200002,41860
PROP001152,2021-02-26,366284.40643187164,06075200002,41860
PROP001153,2017-07-20,359764.81811444764,06075200014,41860
PROP001154,2016-01-24,1154024.5963698435,06075200005,41860
PROP001154,2018-01-17,1197556.7559528532,06075200005,41860
PROP001155,2017-11-22,493108.3380835649,06075200012,41860
PROP001156,2018-09-27,1147966.9090406748,06075200009,41860
PROP001157,2019-10-16,344802.9013707394,06075200004,41860
PROP001158,2015-11-16,758173.645709824,06075200010,41860
PROP001159,2015-11-03,709455.6991577997,06075200005,41860
PROP001159,2018-09-20,950245.0889783005,06075200005,41860
PROP001160,2017-05-14,337980.4217231686,06075200010,41860
PROP001160,2020-05-07,363693.93107037334,06075200010,41860
PROP001161,2015-10-22,935391.3626657941,06075200003,41860
PROP001161,2017-09-27,1034494.6754099539,06075200003,41860
PROP001162,2018-11-05,475093.17272992013,06075200011,41860
PROP001163,2019-11-16,1110816.9572402916,06075200004,41860
PROP001164,2016-09-17,370827.90767585917,06075200011,41860
PROP001165,2019-03-07,380299.9512515147,06075200002,41860
PROP001165,2021-11-25,476945.9693419778,06075200002,41860
PROP001166,2017-01-07,884877.5295323175,06075200010,41860
PROP001167,2018-05-11,1031351.3751793546,06075200012,41860
PROP001168,2017-01-09,359040.68845052656,06075200000,41860
PROP001168,2020-10-13,450180.67909027165,06075200000,41860
PROP001169,2017-04-27,902650.1308837659,06075200005,41860
PROP001170,2016-04-23,620213.8150388937,06075200006,41860
PROP001171,2019-04-18,1077559.3398085595,06075200000,41860
PROP001171,2021-06-27,1189161.2656452633,06075200000,41860
PROP001172,2016-12-21,433634.86470475595,06075200014,41860
PROP001172,2020-03-09,502267.5021282852,06075200014,41860
PROP001173,2017-10-15,1099085.6386661974,06075200014,41860
PROP001174,2017-05-26,489334.87337685225,06075200006,41860
PROP001175,2017-05-19,504780.48924281704,06075200011,41860
PROP001175,2019-07-01,567335.7570833372,06075200011,41860
PROP001175,2020-10-17,591119.6741723453,06075200011,41860
PROP001176,2015-06-16,937153.0440310701,06075200013,41860
PROP001176,2018-09-06,1150895.695572497,06075200013,41860
PROP001177,2016-09-26,541086.2245356967,06075200010,41860
PROP001178,2019-07-03,664235.2868962531,06075200007,41860
PROP001178,2021-05-26,695686.9666742069,06075200007,41860
PROP001179,2015-09-27,631465.9208901386,06075200002,41860
PROP001179,2018-03-25,751038.9060843493,06075200002,41860
PROP001179,2021-10-30,872205.3421316999,06075200002,41860
PROP001180,2019-06-16,318041.3995793082,06075200000,41860
PROP001181,2018-10-24,311488.8838661077,06075200013,41860
PROP001182,2018-02-17,695518.8369225978,06075200002,41860
PROP001183,2019-01-02,678806.8758833033,06075200006,41860
PROP001184,2019-07-18,491454.26951724576,06075200002,41860
PROP001185,2018-08-15,788590.3191247247,06075200000,41860
PROP001186,2016-10-26,913314.1038827448,06075200000,41860
PROP001187,2016-01-01,467340.2767869461,06075200006,41860
PROP001187,2017-11-23,523191.0373881458,06075200006,41860
PROP001188,2018-10-12,973524.7500857577,06075200009,41860
PROP001189,2015-10-19,1163201.0627966644,06075200011,41860
PROP001189,2020-07-08,1463748.4652942552,06075200011,41860
PROP001190,2015-02-24,1061368.7304886798,06075200012,41860
PROP001190,2017-11-09,1165513.6883446916,06075200012,41860
PROP001191,2017-01-21,1010136.5437818423,06075200008,41860
PROP001192,2019-09-25,472685.86596405134,06075200003,41860
PROP001192,2020-12-22,484949.310108168,06075200003,41860
PROP001193,2019-06-17,1001578.5136415397,06075200009,41860
PROP001193,2021-06-19,1127372.0805610174,06075200009,41860
PROP001194,2018-08-17,867529.8275776892,06075200002,41860
PROP001194,2021-06-03,1040602.8234744894,06075200002,41860
PROP001195,2018-06-26,1039382.0201007174,06075200000,41860
PROP001195,2019-08-06,1063804.4682094583,06075200000,41860
PROP001196,2018-11-24,1049015.1960375975,06075200014,41860
PROP001196,2020-12-29,1221411.1039198306,06075200014,41860
PROP001197,2017-04-20,860084.9735236965,06075200011,41860
PROP001198,2018-11-11,1124978.7924245244,06075200000,41860
PROP001199,2015-09-09,935093.4004865518,06075200002,41860
PROP001199,2018-08-23,1002408.6090270275,06075200002,41860
PROP001200,2015-12-06,1149596.3160395501,06075200012,41860
PROP001200,2017-02-12,1203150.5404687896,06075200012,41860
PROP001201,2015-03-22,488466.0425549402,06075200001,41860
PROP001201,2016-04-07,503838.600924103,06075200001,41860
PROP001201,2019-08-02,612126.7440412211,06075200001,41860
PROP001202,2015-07-14,581863.8456332716,06075200001,41860
PROP001202,2017-03-31,628237.3307977436,06075200001,41860
PROP001202,2019-03-24,714025.2466706424,06075200001,41860
PROP001203,2018-01-05,1174097.920696945,06075200003,41860
PROP001203,2020-10-05,1356925.2352116085,06075200003,41860
PROP001204,2015-09-22,885545.8709268931,06075200008,41860
PROP001204,2020-04-11,1215196.5448838675,06075200008,41860
PROP001205,2019-07-27,739744.4332901863,06075200008,41860
PROP001206,2019-03-23,1129843.9219143966,06075200001,41860
PROP001206,2020-08-21,1216098.87720907,06075200001,41860
PROP001207,2016-07-05,448245.97224868287,06075200012,41860
PROP001207,2020-04-06,498796.559738869,06075200012,41860
PROP001208,2015-09-20,832627.1168969932,06075200006,41860
PROP001209,2017-06-11,1031085.599442707,06075200007,41860
PROP001210,2018-04-21,902446.8813028822,06075200010,41860
PROP001210,2021-03-17,1019709.2096142797,06075200010,41860
PROP001211,2015-06-25,328301.3595530528,06075200004,41860
PROP001212,2019-08-11,1187695.3562041137,06075200004,41860
PROP001213,2019-05-13,540209.3592888947,06075200009,41860
PROP001214,2017-08-03,384291.707346727,06075200002,41860
PROP001214,2021-08-28,472749.4284617181,06075200002,41860
PROP001215,2018-06-08,1054057.2428149667,06075200010,41860
PROP001216,2017-03-04,824155.9575676527,06075200009,41860
PROP001216,2018-09-05,917844.0881571546,06075200009,41860
PROP001217,2019-01-05,975711.208061809,06075200003,41860
PROP001218,2018-07-20,606194.6146098012,06075200010,41860
PROP001218,2019-07-29,635662.1306837152,06075200010,41860
PROP001219,2015-05-13,630076.8687833461,06075200013,41860
PROP001219,2017-04-23,673354.9614268664,06075200013,41860
PROP001220,2016-02-13,875797.6814133802,06075200004,41860
PROP001221,2017-01-08,398672.6542816678,06075200002,41860
PROP001221,2020-04-14,464848.00443656486,06075200002,41860
PROP001222,2017-01-23,716419.0485190443,06075200001,41860
PROP001223,2018-11-08,646646.3649952865,06075200011,41860
PROP001223,2021-03-20,731555.9091891691,06075200011,41860
PROP001224,2018-08-14,446264.0802814038,06075200009,41860
PROP001225,2016-08-19,717051.9079241817,06075200011,41860
PROP001226,2018-12-02,1129277.4013886948,06075200008,41860
PROP001226,2020-06-06,1252290.4972268716,06075200008,41860
PROP001227,2015-12-06,522485.4663649892,06075200011,41860
PROP001227,2019-12-02,661961.6682336036,06075200011,41860
PROP001228,2019-07-11,941989.5565511449,06075200005,41860
PROP001229,2017-09-13,947120.5383902409,06075200000,41860
PROP001229,2020-09-17,1075699.094205524,06075200000,41860
PROP001230,2019-05-26,506825.7072803986,06075200012,41860
PROP001231,2017-10-02,869224.9821703297,06075200004,41860
PROP001231,2019-11-26,911707.7720073614,06075200004,41860
PROP001232,2019-05-01,652770.9662470168,06075200006,41860
PROP001232,2021-05-19,747120.9943042906,06075200006,41860
PROP001233,2017-11-20,483071.7019784835,06075200000,41860
PROP001233,2019-06-22,528783.0756374811,06075200000,41860
PROP001234,2019-09-10,583695.0636395575,06075200006,41860
PROP001235,2018-12-18,531257.0695576229,06075200011,41860
PROP001235,2020-01-17,569888.4205012427,06075200011,41860
PROP001236,2017-12-18,688357.3078628781,06075200008,41860
PROP001236,2019-11-18,710300.8689552053,06075200008,41860
PROP001237,2017-11-18,643032.193831262,06075200000,41860
PROP001237,2020-07-11,735700.8476132387,06075200000,41860
PROP001238,2017-12-03,465797.9093667234,06075200009,41860
PROP001238,2020-08-31,492444.64060599095,06075200009,41860
PROP001239,2018-06-06,775403.9469544413,06075200003,41860
PROP001240,2015-09-03,695557.0024027966,06075200002,41860
PROP001240,2016-12-09,710112.0539661339,06075200002,41860
PROP001241,2019-03-22,744610.503539375,06075200001,41860
PROP001241,2020-09-09,822268.3638624282,06075200001,41860
PROP001242,2019-02-10,669470.5059162851,06075200007,41860
PROP001242,2021-01-12,753570.4693411314,06075200007,41860
PROP001243,2016-10-24,864532.5605723804,06075200008,41860
PROP001243,2019-01-28,913717.4426332014,06075200008,41860
PROP001243,2020-02-09,935063.0778474502,06075200008,41860
PROP001244,2015-08-03,849774.0751651654,06075200007,41860
PROP001244,2020-01-26,1054070.0175612243,06075200007,41860
PROP001245,2018-06-06,972003.8683079733,06075200005,41860
PROP001245,2019-10-20,1031345.1196020568,06075200005,41860
PROP001246,2019-06-03,489042.6035628626,06075200007,41860
PROP001246,2021-12-29,530553.3346825957,06075200007,41860
PROP001247,2017-04-13,741552.2183083792,06075200008,41860
PROP001248,2015-12-15,673895.1146336948,06075200011,41860
PROP001248,2018-08-01,704780.2102549892,06075200011,41860
PROP001248,2020-11-16,812779.8939981952,06075200011,41860
PROP001249,2017-08-16,1016461.6728572437,06075200014,41860
PROP001250,2017-08-06,959197.3132174043,06075200006,41860
PROP001251,2015-01-09,912524.7836268906,06075200014,41860
PROP001252,2019-04-06,883053.3347474039,06075200006,41860
PROP001253,2017-01-04,870117.7073121953,06075200005,41860
PROP001254,2015-04-14,955365.021469634,06075200001,41860
PROP001254,2017-07-30,1104568.5784342852,06075200001,41860
PROP001255,2017-06-15,727823.1609127817,06075200014,41860
PROP001256,2015-09-17,430595.01605680527,06075200006,41860
PROP001256,2020-04-28,569809.9202231027,06075200006,41860
PROP001257,2016-08-06,1104396.7689857504,06075200001,41860
PROP001257,2019-09-18,1372794.176202941,06075200001,41860
PROP001258,2017-10-07,827813.5611373179,06075200011,41860
PROP001258,2019-10-23,946607.3487407262,06075200011,41860
PROP001259,2017-05-03,1115264.4509993752,06075200004,41860
PROP001259,2020-05-25,1420553.1420621546,06075200004,41860
PROP001260,2015-10-13,938262.6334149642,06075200008,41860
PROP001260,2017-07-31,1047960.9834513278,06075200008,41860
PROP001261,2016-03-22,893787.2764077755,06075200007,41860
PROP001261,2017-10-07,935040.1855810883,06075200007,41860
PROP001262,2018-11-02,803869.8420310295,06075200013,41860
PROP001263,2017-04-23,1117593.7930850384,06075200001,41860
PROP001264,2016-10-11,386178.7787970219,06075200003,41860
PROP001264,2021-06-18,406611.62007101777,06075200003,41860
PROP001265,2017-02-25,905569.534028722,06075200003,41860
PROP001266,2017-12-22,661387.5642047542,06075200000,41860
PROP001266,2020-03-04,766959.8757536121,06075200000,41860
PROP001267,2016-12-21,485577.37132968206,06075200005,41860
PROP001267,2018-12-20,554904.0511342062,06075200005,41860
PROP001268,2016-05-20,504869.28223745315,06075200008,41860
PROP001269,2017-12-18,640386.1054857702,06075200007,41860
PROP001270,2017-02-24,1069598.4797976962,06075200008,41860
PROP001270,2019-07-14,1108539.335939113,06075200008,41860
PROP001271,2015-10-18,1099073.4147619973,06075200011,41860
PROP001272,2019-03-01,1083177.021443018,06075200002,41860
PROP001272,2020-09-18,1163564.6527483352,06075200002,41860
PROP001273,2019-12-01,622526.2820920456,06075200014,41860
PROP001273,2021-08-24,673758.6343760422,06075200014,41860
PROP001274,2018-07-23,410365.2449802059,06075200004,41860
PROP001274,2021-04-15,484500.38949428144,06075200004,41860
PROP001275,2017-07-17,1038249.173791789,06075200007,41860
PROP001276,2016-11-02,943892.5829488863,06075200003,41860
PROP001276,2018-02-10,1000922.5095407008,06075200003,41860
PROP001277,2016-02-15,779588.7912270726,06075200014,41860
PROP001277,2020-11-04,969341.2100832856,06075200014,41860
PROP001278,2018-03-01,674196.8822234166,06075200001,41860
PROP001279,2018-06-22,635344.5932193719,06075200005,41860
PROP001280,2016-11-24,1114789.6455384807,06075200003,41860
PROP001280,2018-03-25,1203472.3433839597,06075200003,41860
PROP001281,2015-04-11,1026611.0590803318,06075200012,41860
PROP001281,2019-04-28,1299543.2870804446,06075200012,41860
PROP001282,2017-09-26,477726.2253171147,06075200011,41860
PROP001282,2021-03-28,562183.1496526569,06075200011,41860
PROP001283,2017-10-17,734455.548729105,06075200001,41860
PROP001283,2020-02-12,791474.3839562497,06075200001,41860
PROP001284,2015-02-23,866014.6304312535,06075200002,41860
PROP001285,2018-09-13,536074.4382459957,06075200010,41860
PROP001286,2015-12-02,805036.0320047606,06075200003,41860
PROP001287,2019-11-04,854153.4481006555,06075200013,41860
PROP001288,2016-10-19,332586.5353386465,06075200010,41860
PROP001289,2016-06-27,1128962.5376696233,06075200013,41860
PROP001289,2018-10-08,1323826.3159063659,06075200013,41860
PROP001289,2020-10-10,1533854.7392532206,06075200013,41860
PROP001290,2017-10-02,646462.8503738014,06075200007,41860
PROP001290,2020-05-11,739260.7119898584,06075200007,41860
PROP001291,2016-09-17,732847.4472758732,06075200010,41860
PROP001291,2019-03-20,808879.0329210251,06075200010,41860
